,EVSE ID,energia_totale_kwh,ricavi_totali,costo_stimato,indirizzo_stazione
0,IT*F2X*EF2XITA1001*1,49617.256,33739.91,12404.314,A1 - Autostrada del Sole
1,IT*F2X*EF2XITA1001*2,43585.968,29598.91,10896.492,A1 - Autostrada del Sole
2,IT*F2X*EF2XITA1002*1,49459.712,33632.47,12364.928,A1 - Autostrada del Sole
3,IT*F2X*EF2XITA1002*2,46611.74,31696.0,11652.935,A1 - Autostrada del Sole
4,IT*F2X*EF2XITA1051*1,2471.11,1359.09,617.7775,A1 - Autostrada del Sole
5,IT*F2X*EF2XITA1051*2,1022.423,562.33,255.60575,A1 - Autostrada del Sole
6,IT*F2X*EF2XITA1051*3,924.85,416.08,231.2125,A1 - Autostrada del Sole
7,IT*F2X*EF2XITA1101*1,40850.536,27777.38,10212.634,A1 - Autostrada del Sole
8,IT*F2X*EF2XITA1101*2,24841.236,16891.81,6210.309,A1 - Autostrada del Sole
9,IT*F2X*EF2XITA1102*1,30770.212,20923.24,7692.553,A1 - Autostrada del Sole
10,IT*F2X*EF2XITA1102*2,42534.196,28881.19,10633.549,A1 - Autostrada del Sole
11,IT*F2X*EF2XITA1151*1,1481.374,799.96,370.3435,A1 - Autostrada del Sole
12,IT*F2X*EF2XITA1151*2,715.111,393.33,178.77775,A1 - Autostrada del Sole
13,IT*F2X*EF2XITA1151*3,937.096,421.74,234.274,A1 - Autostrada del Sole
14,IT*F2X*EF2XITA1501*1,4324.324,2903.83,1081.081,A1 - Autostrada del Sole
15,IT*F2X*EF2XITA1501*2,3002.322,2041.55,750.5805,A1 - Autostrada del Sole
16,IT*F2X*EF2XITA1502*1,7453.939,5068.66,1863.48475,A1 - Autostrada del Sole
17,IT*F2X*EF2XITA1502*2,6457.15,4390.9,1614.2875,A1 - Autostrada del Sole
18,IT*F2X*EF2XITA1551*1,528.374,290.61,132.0935,A1 - Autostrada del Sole
19,IT*F2X*EF2XITA1551*2,181.235,99.66,45.30875,A1 - Autostrada del Sole
20,IT*F2X*EF2XITA1551*3,167.278,75.28,41.8195,A1 - Autostrada del Sole
21,IT*F2X*EF2XITA1601*1,18112.062,12316.16,4528.0155,A1 - Autostrada del Sole
22,IT*F2X*EF2XITA1601*2,17722.486,12045.01,4430.6215,A1 - Autostrada del Sole
23,IT*F2X*EF2XITA1602*1,22440.445,15244.37,5610.11125,A1 - Autostrada del Sole
24,IT*F2X*EF2XITA1602*2,18908.276,12827.37,4727.069,A1 - Autostrada del Sole
25,IT*F2X*EF2XITA1651*1,3267.195,1797.01,816.79875,A1 - Autostrada del Sole
26,IT*F2X*EF2XITA1651*2,706.83,364.73,176.7075,A1 - Autostrada del Sole
27,IT*F2X*EF2XITA1651*3,861.002,341.35,215.2505,A1 - Autostrada del Sole
28,IT*F2X*EF2XITA2001*1,75481.964,51286.73,18870.491,A1 - Autostrada del Sole
29,IT*F2X*EF2XITA2001*2,57682.606,36859.15,14420.6515,A1 - Autostrada del Sole
30,IT*F2X*EF2XITA2002*1,75301.608,51205.17,18825.402,A1 - Autostrada del Sole
31,IT*F2X*EF2XITA2002*2,79792.46,54209.87,19948.115,A1 - Autostrada del Sole
32,IT*F2X*EF2XITA2051*1,11499.606,6324.83,2874.9015,A1 - Autostrada del Sole
33,IT*F2X*EF2XITA2051*2,1657.366,911.52,414.3415,A1 - Autostrada del Sole
34,IT*F2X*EF2XITA2051*3,1469.151,661.1,367.28775,A1 - Autostrada del Sole
35,IT*F2X*EF2XITA2101*1,40391.96,27465.98,10097.99,A1 - Autostrada del Sole
36,IT*F2X*EF2XITA2101*2,33914.626,23061.88,8478.6565,A1 - Autostrada del Sole
37,IT*F2X*EF2XITA2102*1,58061.592,39481.87,14515.398,A1 - Autostrada del Sole
38,IT*F2X*EF2XITA2102*2,45066.404,30645.08,11266.601,A1 - Autostrada del Sole
39,IT*F2X*EF2XITA2151*1,3717.013,2044.24,929.25325,A1 - Autostrada del Sole
40,IT*F2X*EF2XITA2151*2,1211.058,666.06,302.7645,A1 - Autostrada del Sole
41,IT*F2X*EF2XITA2151*3,1718.13,773.02,429.5325,A1 - Autostrada del Sole
42,IT*F2X*EF2XITA2501*1,3890.441,2642.41,972.61025,"A1, Milano - Napoli"
43,IT*F2X*EF2XITA2501*2,2725.243,1850.18,681.31075,"A1, Milano - Napoli"
44,IT*F2X*EF2XITA2502*1,1171.493,793.6800000000001,292.87325,"A1, Milano - Napoli"
45,IT*F2X*EF2XITA2502*2,2175.391,1468.6,543.84775,"A1, Milano - Napoli"
46,IT*F2X*EF2XITA2551*1,304.536,166.87,76.134,"A1, Milano - Napoli"
47,IT*F2X*EF2XITA2551*2,19.903,10.95,4.97575,"A1, Milano - Napoli"
48,IT*F2X*EF2XITA2551*3,17.151,6.55,4.28775,"A1, Milano - Napoli"
49,IT*F2X*EF2XITA2601*1,1816.5529999999999,1231.93,454.13824999999997,"A1, Milano - Napoli"
50,IT*F2X*EF2XITA2601*2,1241.564,840.65,310.391,"A1, Milano - Napoli"
51,IT*F2X*EF2XITA2602*1,2746.3179999999998,1861.2,686.5794999999999,"A1, Milano - Napoli"
52,IT*F2X*EF2XITA2602*2,2370.1259999999997,1607.27,592.5314999999999,"A1, Milano - Napoli"
53,IT*F2X*EF2XITA2651*1,276.485,148.21,69.12125,"A1, Milano - Napoli"
54,IT*F2X*EF2XITA2651*2,87.585,48.17,21.89625,"A1, Milano - Napoli"
55,IT*F2X*EF2XITA2651*3,111.51400000000001,49.53,27.878500000000003,"A1, Milano - Napoli"
56,IT*F2X*EF2XITA3001*1,87534.784,59523.37,21883.696,Autostrada del Sole
57,IT*F2X*EF2XITA3001*2,70503.728,47942.33,17625.932,Autostrada del Sole
58,IT*F2X*EF2XITA3002*1,74160.128,50395.54,18540.032,Autostrada del Sole
59,IT*F2X*EF2XITA3002*2,74092.272,50382.72,18523.068,Autostrada del Sole
60,IT*F2X*EF2XITA3003*1,6827.286,4642.6,1706.8215,Autostrada del Sole
61,IT*F2X*EF2XITA3003*2,9440.945,6419.78,2360.23625,Autostrada del Sole
62,IT*F2X*EF2XITA3004*1,8456.651,5750.53,2114.16275,Autostrada del Sole
63,IT*F2X*EF2XITA3004*2,4440.132,3019.3,1110.033,Autostrada del Sole
64,IT*F2X*EF2XITA3051*1,1233.837,675.28,308.45925,Autostrada del Sole
65,IT*F2X*EF2XITA3051*2,2743.342,1234.24,685.8355,Autostrada del Sole
66,IT*F2X*EF2XITA3101*1,39830.509,27078.01,9957.62725,Autostrada del Sole
67,IT*F2X*EF2XITA3101*2,43277.819,29369.56,10819.45475,Autostrada del Sole
68,IT*F2X*EF2XITA3102*1,57258.575,38856.0,14314.64375,Autostrada del Sole
69,IT*F2X*EF2XITA3102*2,46652.688,31713.43,11663.172,Autostrada del Sole
70,IT*F2X*EF2XITA3601*1,13120.183,8873.96,3280.04575,A1 - Autostrada del Sole
71,IT*F2X*EF2XITA3601*2,10581.883,7189.91,2645.47075,A1 - Autostrada del Sole
72,IT*F2X*EF2XITA3602*1,10284.655,6985.44,2571.16375,A1 - Autostrada del Sole
73,IT*F2X*EF2XITA3602*2,11784.396,7961.19,2946.099,A1 - Autostrada del Sole
74,IT*F2X*EF2XITA3651*1,840.207,460.66,210.05175,A1 - Autostrada del Sole
75,IT*F2X*EF2XITA3651*2,192.86599999999999,106.05,48.216499999999996,A1 - Autostrada del Sole
76,IT*F2X*EF2XITA3651*3,460.647,206.7,115.16175,A1 - Autostrada del Sole
77,IT*F2X*EF2XITA3701*1,30636.058,20793.27,7659.0145,A1 var. - Variante di Valico
78,IT*F2X*EF2XITA3701*2,26393.644,17939.8,6598.411,A1 var. - Variante di Valico
79,IT*F2X*EF2XITA3702*1,22106.792,15032.11,5526.698,A1 var. - Variante di Valico
80,IT*F2X*EF2XITA3702*2,21320.319,14497.2,5330.07975,A1 var. - Variante di Valico
81,IT*F2X*EF2XITA3751*1,2186.412,1197.96,546.603,A1 var. - Variante di Valico
82,IT*F2X*EF2XITA3751*2,491.61,270.34,122.9025,A1 var. - Variante di Valico
83,IT*F2X*EF2XITA3751*3,609.763,274.19,152.44075,A1 var. - Variante di Valico
84,IT*F2X*EF2XITA5501*1,31914.897,21701.82,7978.72425,Sesto Fiorentino
85,IT*F2X*EF2XITA5501*2,31480.913,21369.44,7870.22825,Sesto Fiorentino
86,IT*F2X*EF2XITA5502*1,41059.991,27920.7,10264.99775,Sesto Fiorentino
87,IT*F2X*EF2XITA5502*2,32239.067,21851.35,8059.76675,Sesto Fiorentino
88,IT*F2X*EF2XITA5551*1,2142.479,1178.36,535.61975,Sesto Fiorentino
89,IT*F2X*EF2XITA5551*2,853.298,469.3,213.3245,Sesto Fiorentino
90,IT*F2X*EF2XITA5551*3,0.016,0.0,0.004,Sesto Fiorentino
91,IT*F2X*EF2XITA6601*1,38688.188,26307.92,9672.047,A1 - Autostrada del Sole
92,IT*F2X*EF2XITA6601*2,37050.036,25086.15,9262.509,A1 - Autostrada del Sole
93,IT*F2X*EF2XITA6602*1,41205.884,28019.91,10301.471,A1 - Autostrada del Sole
94,IT*F2X*EF2XITA6602*2,24516.77,16671.41,6129.1925,A1 - Autostrada del Sole
95,IT*F2X*EF2XITA6651*1,4498.207,2474.01,1124.55175,A1 - Autostrada del Sole
96,IT*F2X*EF2XITA6651*2,487.139,258.85,121.78475,A1 - Autostrada del Sole
97,IT*F2X*EF2XITA6651*3,1066.596,479.85,266.649,A1 - Autostrada del Sole
98,IT*F2X*EF2XITA7001*1,18357.338,12472.2,4589.3345,A1  Autostrada del Sole
99,IT*F2X*EF2XITA7001*2,20096.488,13665.61,5024.122,A1  Autostrada del Sole
100,IT*F2X*EF2XITA7002*1,42059.185,28525.99,10514.79625,A1  Autostrada del Sole
101,IT*F2X*EF2XITA7002*2,33338.777,22670.32,8334.69425,A1  Autostrada del Sole
102,IT*F2X*EF2XITA7051*1,2159.624,1187.82,539.906,A1  Autostrada del Sole
103,IT*F2X*EF2XITA7051*2,608.341,332.38,152.08525,A1  Autostrada del Sole
104,IT*F2X*EF2XITA7051*3,756.515,340.4,189.12875,A1  Autostrada del Sole
105,IT*F2X*EF2XITA7101*1,36647.747,24918.86,9161.93675,A1  Autostrada del Sole
106,IT*F2X*EF2XITA7101*2,12903.1,8774.12,3225.775,A1  Autostrada del Sole
107,IT*F2X*EF2XITA7102*1,23003.725,15632.27,5750.93125,A1  Autostrada del Sole
108,IT*F2X*EF2XITA7102*2,24205.519,16459.71,6051.37975,A1  Autostrada del Sole
109,IT*F2X*EF2XITA7151*1,3827.035,2104.84,956.75875,A1  Autostrada del Sole
110,IT*F2X*EF2XITA7151*2,576.874,315.02,144.2185,A1  Autostrada del Sole
111,IT*F2X*EF2XITA7151*3,813.937,366.04,203.48425,A1  Autostrada del Sole
112,IT*F2X*EF2XITA8501*1,37097.032,25203.43,9274.258,A1 - Autostrada del Sole
113,IT*F2X*EF2XITA8501*2,28902.923,19624.45,7225.73075,A1 - Autostrada del Sole
114,IT*F2X*EF2XITA8502*1,24962.323,16973.0,6240.58075,A1 - Autostrada del Sole
115,IT*F2X*EF2XITA8502*2,25943.249,17603.9,6485.81225,A1 - Autostrada del Sole
116,IT*F2X*EF2XITA8551*1,3689.22,2029.1200000000001,922.305,A1 - Autostrada del Sole
117,IT*F2X*EF2XITA8551*2,519.5,285.67,129.875,A1 - Autostrada del Sole
118,IT*F2X*EF2XITA8551*3,901.796,405.57,225.449,A1 - Autostrada del Sole
119,IT*F2X*EF2XITA8601*1,24888.903,16909.71,6222.22575,A1 - Autostrada del Sole
120,IT*F2X*EF2XITA8601*2,21882.141,14879.81,5470.53525,A1 - Autostrada del Sole
121,IT*F2X*EF2XITA8602*1,24820.453,16877.83,6205.11325,A1 - Autostrada del Sole
122,IT*F2X*EF2XITA8602*2,27290.938,18557.7,6822.7345,A1 - Autostrada del Sole
123,IT*F2X*EF2XITA8651*1,2807.082,1528.09,701.7705,A1 - Autostrada del Sole
124,IT*F2X*EF2XITA8651*2,516.348,274.79,129.087,A1 - Autostrada del Sole
125,IT*F2X*EF2XITA8651*3,679.852,305.86,169.963,A1 - Autostrada del Sole
126,IT*F2X*EF2XITA9001*1,3455.51,2349.76,863.8775,A1 - Autostrada del Sole
127,IT*F2X*EF2XITA9001*2,3028.36,2059.31,757.09,A1 - Autostrada del Sole
128,IT*F2X*EF2XITA9002*1,5298.974,3603.27,1324.7435,A1 - Autostrada del Sole
129,IT*F2X*EF2XITA9002*2,3582.797,2436.32,895.69925,A1 - Autostrada del Sole
130,IT*F2X*EF2XITA9051*1,481.89,265.06,120.4725,A1 - Autostrada del Sole
131,IT*F2X*EF2XITA9051*2,94.326,51.88,23.5815,A1 - Autostrada del Sole
132,IT*F2X*EF2XITA9051*3,291.135,131.0,72.78375,A1 - Autostrada del Sole
133,IT*F2X*EF2XITA9601*1,28494.832,19342.18,7123.708,A1 - Autostrada del Sole
134,IT*F2X*EF2XITA9601*2,18303.14,12395.09,4575.785,A1 - Autostrada del Sole
135,IT*F2X*EF2XITA9602*1,27958.12,19010.57,6989.53,A1 - Autostrada del Sole
136,IT*F2X*EF2XITA9602*2,25493.112,17260.24,6373.278,A1 - Autostrada del Sole
137,IT*F2X*EF2XITA9651*1,496.199,272.9,124.04975,A1 - Autostrada del Sole
138,IT*F2X*EF2XITA9651*2,1065.393,479.27,266.34825,A1 - Autostrada del Sole
139,IT*F2X*EF2XITB0501*1,14326.455,9729.75,3581.61375,Autostrada del Sole
140,IT*F2X*EF2XITB0501*2,15898.924,10714.6,3974.731,Autostrada del Sole
141,IT*F2X*EF2XITB0502*1,28797.914,19458.36,7199.4785,Autostrada del Sole
142,IT*F2X*EF2XITB0502*2,15295.349,10369.17,3823.83725,Autostrada del Sole
143,IT*F2X*EF2XITB0601*1,6662.11,4465.52,1665.5275,Autostrada del Sole
144,IT*F2X*EF2XITB0601*2,4119.909,2800.0,1029.97725,Autostrada del Sole
145,IT*F2X*EF2XITB0602*1,7174.662,4793.49,1793.6655,Autostrada del Sole
146,IT*F2X*EF2XITB0602*2,5066.604,3391.27,1266.651,Autostrada del Sole
147,IT*F2X*EF2XITB0651*1,228.171,120.64,57.04275,Autostrada del Sole
148,IT*F2X*EF2XITB0651*2,50.275999999999996,27.66,12.568999999999999,Autostrada del Sole
149,IT*F2X*EF2XITB0651*3,163.821,72.85000000000001,40.95525,Autostrada del Sole
150,IT*F2X*EF2XITB2101*1,6204.632,4197.8,1551.158,Autostrada del Sole
151,IT*F2X*EF2XITB2101*2,4311.217,2931.32,1077.80425,Autostrada del Sole
152,IT*F2X*EF2XITB2102*1,12836.974,8660.86,3209.2435,Autostrada del Sole
153,IT*F2X*EF2XITB2102*2,9335.697,6344.17,2333.92425,Autostrada del Sole
154,IT*F2X*EF2XITB2151*1,486.407,263.4,121.60175,Autostrada del Sole
155,IT*F2X*EF2XITB2151*2,220.76,121.42,55.19,Autostrada del Sole
156,IT*F2X*EF2XITB2151*3,313.969,141.25,78.49225,Autostrada del Sole
157,IT*F2X*EF2XITB2501*1,18574.124,12455.8,4643.531,A1 - Autostrada del Sole
158,IT*F2X*EF2XITB2501*2,13001.024,8840.77,3250.256,A1 - Autostrada del Sole
159,IT*F2X*EF2XITB2502*1,21992.928,14955.11,5498.232,A1 - Autostrada del Sole
160,IT*F2X*EF2XITB2502*2,12357.72,8378.07,3089.43,A1 - Autostrada del Sole
161,IT*F2X*EF2XITB2551*1,978.517,538.1899999999999,244.62925,A1 - Autostrada del Sole
162,IT*F2X*EF2XITB2551*2,342.504,188.37,85.626,A1 - Autostrada del Sole
163,IT*F2X*EF2XITB2551*3,514.553,231.49,128.63825,A1 - Autostrada del Sole
164,IT*F2X*EF2XITB2601*1,16351.674,11083.18,4087.9185,A1 - Autostrada del Sole
165,IT*F2X*EF2XITB2601*2,12247.935,8307.18,3061.98375,A1 - Autostrada del Sole
166,IT*F2X*EF2XITB2602*1,24248.375,16355.17,6062.09375,A1 - Autostrada del Sole
167,IT*F2X*EF2XITB2602*2,14179.388,9620.52,3544.847,A1 - Autostrada del Sole
168,IT*F2X*EF2XITB2651*1,1396.233,767.86,349.05825,A1 - Autostrada del Sole
169,IT*F2X*EF2XITB2651*2,342.628,188.45,85.657,A1 - Autostrada del Sole
170,IT*F2X*EF2XITB2651*3,326.684,146.69,81.671,A1 - Autostrada del Sole
171,IT*F2X*EF2XITB4001*1,20482.192,13924.43,5120.548,Autostrada del Sole
172,IT*F2X*EF2XITB4001*2,15130.434,10288.56,3782.6085,Autostrada del Sole
173,IT*F2X*EF2XITB4002*1,50414.036,33925.62,12603.509,Autostrada del Sole
174,IT*F2X*EF2XITB4002*2,37102.89,25079.91,9275.7225,Autostrada del Sole
175,IT*F2X*EF2XITB4051*1,6111.956,3361.55,1527.989,Autostrada del Sole
176,IT*F2X*EF2XITB4051*2,740.403,407.23,185.10075,Autostrada del Sole
177,IT*F2X*EF2XITB4051*3,1214.551,546.48,303.63775,Autostrada del Sole
178,IT*F2X*EF2XITB4101*1,47544.508,32206.11,11886.127,Autostrada del Sole
179,IT*F2X*EF2XITB4101*2,36997.612,25141.31,9249.403,Autostrada del Sole
180,IT*F2X*EF2XITB4102*1,35599.188,24145.86,8899.797,Autostrada del Sole
181,IT*F2X*EF2XITB4102*2,13717.497,9327.88,3429.37425,Autostrada del Sole
182,IT*F2X*EF2XITB4151*1,4890.784,2670.65,1222.696,Autostrada del Sole
183,IT*F2X*EF2XITB4151*2,582.053,320.02,145.51325,Autostrada del Sole
184,IT*F2X*EF2XITB4151*3,1544.291,694.75,386.07275,Autostrada del Sole
185,IT*F2X*EF2XITB4501*1,49734.565,33802.47,12433.64125,Autostrada del Sole
186,IT*F2X*EF2XITB4501*2,29355.198,19907.9,7338.7995,Autostrada del Sole
187,IT*F2X*EF2XITB4502*1,31228.076,21234.44,7807.019,Autostrada del Sole
188,IT*F2X*EF2XITB4502*2,31052.778,21107.45,7763.1945,Autostrada del Sole
189,IT*F2X*EF2XITB4551*1,4141.551,2260.43,1035.38775,Autostrada del Sole
190,IT*F2X*EF2XITB4551*2,647.1,355.89,161.775,Autostrada del Sole
191,IT*F2X*EF2XITB4551*3,928.383,417.59999999999997,232.09575,Autostrada del Sole
192,IT*F2X*EF2XITB4601*1,31433.819,21330.68,7858.45475,Autostrada del Sole
193,IT*F2X*EF2XITB4601*2,16921.706,11433.29,4230.4265,Autostrada del Sole
194,IT*F2X*EF2XITB4602*1,16636.469,11265.59,4159.11725,Autostrada del Sole
195,IT*F2X*EF2XITB4602*2,29082.944,19669.59,7270.736,Autostrada del Sole
196,IT*F2X*EF2XITB4651*1,1959.4279999999999,1069.18,489.85699999999997,Autostrada del Sole
197,IT*F2X*EF2XITB4651*2,553.058,304.17,138.2645,Autostrada del Sole
198,IT*F2X*EF2XITB4651*3,1095.876,493.0,273.969,Autostrada del Sole
199,IT*F2X*EF2XITB5101*1,42958.832,29196.15,10739.708,Autostrada A1- Direzione Napoli Km 708
200,IT*F2X*EF2XITB5101*2,26818.496,18164.53,6704.624,Autostrada A1- Direzione Napoli Km 708
201,IT*F2X*EF2XITB5102*1,40506.016,27544.02,10126.504,Autostrada A1- Direzione Napoli Km 708
202,IT*F2X*EF2XITB5102*2,23029.618,15651.17,5757.4045,Autostrada A1- Direzione Napoli Km 708
203,IT*F2X*EF2XITB5151*1,3050.593,1666.96,762.64825,Autostrada A1- Direzione Napoli Km 708
204,IT*F2X*EF2XITB5151*2,390.799,214.87,97.69975,Autostrada A1- Direzione Napoli Km 708
205,IT*F2X*EF2XITB5151*3,1359.329,611.68,339.83225,Autostrada A1- Direzione Napoli Km 708
206,IT*F2X*EF2XITB5501*1,35870.658,24392.13,8967.6645,Autostrada del Sole
207,IT*F2X*EF2XITB5501*2,19439.763,13218.05,4859.94075,Autostrada del Sole
208,IT*F2X*EF2XITB5502*1,35059.99,21111.86,8764.9975,Autostrada del Sole
209,IT*F2X*EF2XITB5502*2,31101.874,21134.62,7775.4685,Autostrada del Sole
210,IT*F2X*EF2XITB5551*1,3143.706,1729.07,785.9265,Autostrada del Sole
211,IT*F2X*EF2XITB5551*2,312.779,172.04,78.19475,Autostrada del Sole
212,IT*F2X*EF2XITB5551*3,867.755,390.49,216.93875,Autostrada del Sole
213,IT*F2X*EF2XITB5701*1,363.671,240.49,90.91775,A1 - Autostrada del Sole
214,IT*F2X*EF2XITB5701*2,454.405,309.01,113.60125,A1 - Autostrada del Sole
215,IT*F2X*EF2XITB5702*1,1080.829,733.46,270.20725,A1 - Autostrada del Sole
216,IT*F2X*EF2XITB5702*2,1616.931,1092.0,404.23275,A1 - Autostrada del Sole
217,IT*F2X*EF2XITB5751*1,183.554,100.09,45.8885,A1 - Autostrada del Sole
218,IT*F2X*EF2XITB5751*2,9.664,5.32,2.416,A1 - Autostrada del Sole
219,IT*F2X*EF2XITB5751*3,84.792,37.83,21.198,A1 - Autostrada del Sole
220,IT*F2X*EF2XITD0101*1,12226.682,8310.63,3056.6705,Torino - Trieste
221,IT*F2X*EF2XITD0101*2,9222.357,6243.62,2305.58925,Torino - Trieste
222,IT*F2X*EF2XITD0102*1,17397.353,11830.01,4349.33825,Torino - Trieste
223,IT*F2X*EF2XITD0102*2,7682.307,5220.94,1920.57675,Torino - Trieste
224,IT*F2X*EF2XITD0151*1,1495.711,819.5,373.92775,Torino - Trieste
225,IT*F2X*EF2XITD0151*2,468.589,257.73,117.14725,Torino - Trieste
226,IT*F2X*EF2XITD0151*3,715.432,321.35,178.858,Torino - Trieste
227,IT*F2X*EF2XITD1101*1,4535.488,3077.5,1133.872,A4 Torino - Trieste
228,IT*F2X*EF2XITD1101*2,5924.198,4013.06,1481.0495,A4 Torino - Trieste
