,EVSE ID,energia_totale_kwh,ricavi_totali,costo_stimato,indirizzo_stazione
455,IT*F2X*EF2XITN3051*2,935.782,514.66,233.9455,A14 - Autostrada Adriatica
456,IT*F2X*EF2XITN3051*3,326.358,146.85,81.5895,A14 - Autostrada Adriatica
457,IT*F2X*EF2XITN3601*1,33664.758,22859.83,8416.1895,Autostrada Adriatica
458,IT*F2X*EF2XITN3601*2,25467.04,17309.59,6366.76,Autostrada Adriatica
459,IT*F2X*EF2XITN3602*1,40309.44,27334.54,10077.36,Autostrada Adriatica
460,IT*F2X*EF2XITN3602*2,28697.136,19513.8,7174.284,Autostrada Adriatica
461,IT*F2X*EF2XITN3651*1,1831.096,1007.13,457.774,Autostrada Adriatica
462,IT*F2X*EF2XITN3651*2,1420.377,781.25,355.09425,Autostrada Adriatica
463,IT*F2X*EF2XITN3651*3,582.124,259.82,145.531,Autostrada Adriatica
464,IT*F2X*EF2XITN5001*1,31557.708,21437.88,7889.427,Autostrada Adriatica
465,IT*F2X*EF2XITN5001*2,19022.976,12935.6,4755.744,Autostrada Adriatica
466,IT*F2X*EF2XITN5002*1,38485.124,26168.64,9621.281,Autostrada Adriatica
467,IT*F2X*EF2XITN5002*2,24394.37,16588.06,6098.5925,Autostrada Adriatica
468,IT*F2X*EF2XITN5051*1,3509.064,1930.03,877.266,Autostrada Adriatica
469,IT*F2X*EF2XITN5051*2,750.368,412.68,187.592,Autostrada Adriatica
470,IT*F2X*EF2XITN5051*3,467.037,210.17,116.75925,Autostrada Adriatica
471,IT*F2X*EF2XITN5101*1,4907.587,3329.02,1226.89675,Autostrada Adriatica
472,IT*F2X*EF2XITN5101*2,3611.066,2452.66,902.7665,Autostrada Adriatica
473,IT*F2X*EF2XITN5102*1,5717.833,3866.43,1429.45825,Autostrada Adriatica
474,IT*F2X*EF2XITN5102*2,4014.538,2729.0299999999997,1003.6345,Autostrada Adriatica
475,IT*F2X*EF2XITN5151*1,280.868,147.21,70.217,Autostrada Adriatica
476,IT*F2X*EF2XITN5151*2,120.626,66.34,30.1565,Autostrada Adriatica
477,IT*F2X*EF2XITN5151*3,92.426,41.48,23.1065,Autostrada Adriatica
478,IT*F2X*EF2XITN5601*1,22238.89,15117.33,5559.7225,A14 - Autostrada Adriatica
479,IT*F2X*EF2XITN5601*2,9770.316,6608.52,2442.579,A14 - Autostrada Adriatica
480,IT*F2X*EF2XITN5602*1,26063.766,17720.93,6515.9415,A14 - Autostrada Adriatica
481,IT*F2X*EF2XITN5602*2,25048.108,17032.64,6262.027,A14 - Autostrada Adriatica
482,IT*F2X*EF2XITN5651*1,1584.436,871.45,396.109,A14 - Autostrada Adriatica
483,IT*F2X*EF2XITN5651*2,586.581,322.65,146.64525,A14 - Autostrada Adriatica
484,IT*F2X*EF2XITN5651*3,474.724,213.6,118.681,A14 - Autostrada Adriatica
485,IT*F2X*EF2XITN6501*1,20145.236,13697.73,5036.309,Autostrada Adriatica
486,IT*F2X*EF2XITN6501*2,9797.833,6662.45,2449.45825,Autostrada Adriatica
487,IT*F2X*EF2XITN6502*1,11999.564,8122.53,2999.891,Autostrada Adriatica
488,IT*F2X*EF2XITN6502*2,18543.518,12572.5,4635.8795,Autostrada Adriatica
489,IT*F2X*EF2XITN6551*1,1112.627,611.92,278.15675,Autostrada Adriatica
490,IT*F2X*EF2XITN6551*2,439.116,241.53,109.779,Autostrada Adriatica
491,IT*F2X*EF2XITN6551*3,282.962,127.27,70.7405,Autostrada Adriatica
492,IT*F2X*EF2XITN6601*1,20312.692,13751.1,5078.173,Autostrada Adriatica
493,IT*F2X*EF2XITN6601*2,15150.44,10257.45,3787.61,Autostrada Adriatica
494,IT*F2X*EF2XITN6602*1,13603.588,9250.49,3400.897,Autostrada Adriatica
495,IT*F2X*EF2XITN6602*2,9800.911,6664.48,2450.22775,Autostrada Adriatica
496,IT*F2X*EF2XITN6651*1,1425.741,784.13,356.43525,Autostrada Adriatica
497,IT*F2X*EF2XITN6651*2,394.79200000000003,217.13,98.69800000000001,Autostrada Adriatica
498,IT*F2X*EF2XITN6651*3,282.571,127.14,70.64275,Autostrada Adriatica
499,IT*F2X*EF2XITN8001*1,28566.93,19425.73,7141.7325,Autostrada Adriatica
500,IT*F2X*EF2XITN8001*2,15650.8,10642.57,3912.7,Autostrada Adriatica
501,IT*F2X*EF2XITN8002*1,12755.673,8673.79,3188.91825,Autostrada Adriatica
502,IT*F2X*EF2XITN8002*2,11582.482,7876.07,2895.6205,Autostrada Adriatica
503,IT*F2X*EF2XITN8051*1,837.952,460.84999999999997,209.488,Autostrada Adriatica
504,IT*F2X*EF2XITN8051*2,1077.507,592.58,269.37675,Autostrada Adriatica
505,IT*F2X*EF2XITN8051*3,356.617,160.42,89.15425,Autostrada Adriatica
506,IT*F2X*EF2XITN8101*1,9411.14,6399.62,2352.785,Autostrada Adriatica
507,IT*F2X*EF2XITN8101*2,12938.856,8798.56,3234.714,Autostrada Adriatica
508,IT*F2X*EF2XITN8102*1,23160.292,15714.11,5790.073,Autostrada Adriatica
509,IT*F2X*EF2XITN8102*2,9714.312,6605.76,2428.578,Autostrada Adriatica
510,IT*F2X*EF2XITN8151*1,1140.432,627.21,285.108,Autostrada Adriatica
511,IT*F2X*EF2XITN8151*2,903.595,496.99,225.89875,Autostrada Adriatica
512,IT*F2X*EF2XITN8151*3,338.618,152.34,84.6545,Autostrada Adriatica
513,IT*F2X*EF2XITN9001*1,5232.159,3554.65,1308.03975,A14 - Autostrada Adriatica
514,IT*F2X*EF2XITN9001*2,4590.475,3110.2,1147.61875,A14 - Autostrada Adriatica
515,IT*F2X*EF2XITN9002*1,3485.392,2359.0099999999998,871.348,A14 - Autostrada Adriatica
516,IT*F2X*EF2XITN9002*2,1973.223,1332.18,493.30575,A14 - Autostrada Adriatica
517,IT*F2X*EF2XITN9051*1,362.699,191.68,90.67475,A14 - Autostrada Adriatica
518,IT*F2X*EF2XITN9051*2,101.151,55.63,25.28775,A14 - Autostrada Adriatica
519,IT*F2X*EF2XITN9051*3,44.602999999999994,20.07,11.150749999999999,A14 - Autostrada Adriatica
520,IT*F2X*EF2XITN9101*1,10953.322,7448.25,2738.3305,Autostrada Adriatica
521,IT*F2X*EF2XITN9101*2,9980.145,6786.45,2495.03625,Autostrada Adriatica
522,IT*F2X*EF2XITN9102*1,13383.898,9101.1,3345.9745,Autostrada Adriatica
523,IT*F2X*EF2XITN9102*2,6815.433,4633.36,1703.85825,Autostrada Adriatica
524,IT*F2X*EF2XITN9151*1,982.328,540.3100000000001,245.582,Autostrada Adriatica
525,IT*F2X*EF2XITN9151*2,558.342,307.09,139.5855,Autostrada Adriatica
526,IT*F2X*EF2XITN9151*3,218.24099999999999,98.21000000000001,54.560249999999996,Autostrada Adriatica
527,IT*F2X*EF2XITO1001*1,15421.194,10486.46,3855.2985,A14 - Autostrada Adriatica
528,IT*F2X*EF2XITO1001*2,11108.938,7553.93,2777.2345,A14 - Autostrada Adriatica
529,IT*F2X*EF2XITO1002*1,21253.071,14411.13,5313.26775,A14 - Autostrada Adriatica
530,IT*F2X*EF2XITO1002*2,13992.164,9460.6,3498.041,A14 - Autostrada Adriatica
531,IT*F2X*EF2XITO1051*1,1093.529,581.17,273.38225,A14 - Autostrada Adriatica
532,IT*F2X*EF2XITO1051*2,256.911,141.3,64.22775,A14 - Autostrada Adriatica
533,IT*F2X*EF2XITO1051*3,376.868,169.56,94.217,A14 - Autostrada Adriatica
534,IT*F2X*EF2XITO1101*1,9200.832,6255.22,2300.208,A14 - Autostrada Adriatica
535,IT*F2X*EF2XITO1101*2,10719.508,7289.3,2679.877,A14 - Autostrada Adriatica
536,IT*F2X*EF2XITO1102*1,14594.511,9924.26,3648.62775,A14 - Autostrada Adriatica
537,IT*F2X*EF2XITO1102*2,12078.194,8213.2,3019.5485,A14 - Autostrada Adriatica
538,IT*F2X*EF2XITO1151*1,669.972,368.48,167.493,A14 - Autostrada Adriatica
539,IT*F2X*EF2XITO1151*2,194.666,107.06,48.6665,A14 - Autostrada Adriatica
540,IT*F2X*EF2XITO1151*3,374.969,168.72,93.74225,A14 - Autostrada Adriatica
541,IT*F2X*EF2XITO2001*1,330.674,213.57,82.6685,A14 - Autostrada Adriatica
542,IT*F2X*EF2XITO2001*2,321.222,214.95999999999998,80.3055,A14 - Autostrada Adriatica
543,IT*F2X*EF2XITO2002*1,643.03,428.28,160.7575,A14 - Autostrada Adriatica
544,IT*F2X*EF2XITO2002*2,368.496,247.1,92.124,A14 - Autostrada Adriatica
545,IT*F2X*EF2XITO2051*1,2.44,0.0,0.61,A14 - Autostrada Adriatica
546,IT*F2X*EF2XITO2051*3,2.5330000000000004,0.81,0.6332500000000001,A14 - Autostrada Adriatica
547,IT*F2X*EF2XITO2101*1,1589.344,1080.77,397.336,A14 - Autostrada Adriatica
548,IT*F2X*EF2XITO2101*2,2282.438,1552.06,570.6095,A14 - Autostrada Adriatica
549,IT*F2X*EF2XITO2102*1,2569.303,1747.11,642.32575,A14 - Autostrada Adriatica
550,IT*F2X*EF2XITO2102*2,1417.762,964.08,354.4405,A14 - Autostrada Adriatica
551,IT*F2X*EF2XITO2151*1,146.53,80.61,36.6325,A14 - Autostrada Adriatica
552,IT*F2X*EF2XITO2151*3,12.541,5.64,3.13525,A14 - Autostrada Adriatica
553,IT*F2X*EF2XITO3501*1,24774.872,16846.85,6193.718,Autostrada Adriatica
554,IT*F2X*EF2XITO3501*2,12502.3,8501.52,3125.575,Autostrada Adriatica
555,IT*F2X*EF2XITO3502*1,21367.8,14528.19,5341.95,Autostrada Adriatica
556,IT*F2X*EF2XITO3502*2,20502.556,13941.66,5125.639,Autostrada Adriatica
557,IT*F2X*EF2XITO3551*1,1526.003,839.3,381.50075,Autostrada Adriatica
558,IT*F2X*EF2XITO3551*2,293.73,161.55,73.4325,Autostrada Adriatica
559,IT*F2X*EF2XITO3551*3,238.166,107.14,59.5415,Autostrada Adriatica
560,IT*F2X*EF2XITO3601*1,20133.597999999998,13690.86,5033.3994999999995,Autostrada Adriatica
561,IT*F2X*EF2XITO3601*2,13297.16,9042.07,3324.29,Autostrada Adriatica
562,IT*F2X*EF2XITO3602*1,31189.462,21207.92,7797.3655,Autostrada Adriatica
563,IT*F2X*EF2XITO3602*2,19496.232,13240.93,4874.058,Autostrada Adriatica
564,IT*F2X*EF2XITO3651*1,1401.824,771.02,350.456,Autostrada Adriatica
565,IT*F2X*EF2XITO3651*2,310.398,170.72,77.5995,Autostrada Adriatica
566,IT*F2X*EF2XITO3651*3,335.109,150.74,83.77725,Autostrada Adriatica
567,IT*F2X*EF2XITO4501*1,17568.813,11924.12,4392.20325,A14 - Autostrada Adriatica
568,IT*F2X*EF2XITO4501*2,9730.752,6570.29,2432.688,A14 - Autostrada Adriatica
569,IT*F2X*EF2XITO4502*1,8148.993,5511.76,2037.24825,A14 - Autostrada Adriatica
570,IT*F2X*EF2XITO4502*2,10911.754,7400.77,2727.9385,A14 - Autostrada Adriatica
571,IT*F2X*EF2XITO4551*1,353.615,187.01,88.40375,A14 - Autostrada Adriatica
572,IT*F2X*EF2XITO4551*2,199.799,109.89,49.94975,A14 - Autostrada Adriatica
573,IT*F2X*EF2XITO4551*3,111.893,50.29,27.97325,A14 - Autostrada Adriatica
574,IT*F2X*EF2XITO4601*1,4840.063,3257.69,1210.01575,A14 - Autostrada Adriatica
575,IT*F2X*EF2XITO4601*2,6099.499,4120.41,1524.87475,A14 - Autostrada Adriatica
576,IT*F2X*EF2XITP2001*1,11433.265,7773.16,2858.31625,Autostrada dei due Mari
577,IT*F2X*EF2XITP2001*2,6906.373,4696.34,1726.59325,Autostrada dei due Mari
578,IT*F2X*EF2XITP2002*1,19487.128,13240.32,4871.782,Autostrada dei due Mari
579,IT*F2X*EF2XITP2002*2,8175.123,5559.07,2043.78075,Autostrada dei due Mari
580,IT*F2X*EF2XITP2051*1,710.518,390.82,177.6295,Autostrada dei due Mari
581,IT*F2X*EF2XITP2051*2,38.208,21.02,9.552,Autostrada dei due Mari
582,IT*F2X*EF2XITP2051*3,183.033,82.33,45.75825,Autostrada dei due Mari
583,IT*F2X*EF2XITP2101*1,15117.853,10279.31,3779.46325,Autostrada dei due Mari
584,IT*F2X*EF2XITP2101*2,9139.839,6215.14,2284.95975,Autostrada dei due Mari
585,IT*F2X*EF2XITP2102*1,17647.809,11916.45,4411.95225,Autostrada dei due Mari
586,IT*F2X*EF2XITP2102*2,6052.513,4115.71,1513.12825,Autostrada dei due Mari
587,IT*F2X*EF2XITP2151*1,1120.507,601.55,280.12675,Autostrada dei due Mari
588,IT*F2X*EF2XITP2151*2,95.94200000000001,52.78,23.985500000000002,Autostrada dei due Mari
589,IT*F2X*EF2XITP2151*3,289.915,130.47,72.47875,Autostrada dei due Mari
590,IT*F2X*EF2XITP3101*1,4163.143,2830.86,1040.78575,A16 - Autostrada dei Due Mari
591,IT*F2X*EF2XITP3101*2,3022.236,2043.68,755.559,A16 - Autostrada dei Due Mari
592,IT*F2X*EF2XITP3102*1,6029.316,4099.92,1507.329,A16 - Autostrada dei Due Mari
593,IT*F2X*EF2XITP3102*2,2737.947,1838.15,684.48675,A16 - Autostrada dei Due Mari
594,IT*F2X*EF2XITP3151*1,149.194,82.06,37.2985,A16 - Autostrada dei Due Mari
595,IT*F2X*EF2XITP3151*2,51.291000000000004,28.21,12.822750000000001,A16 - Autostrada dei Due Mari
596,IT*F2X*EF2XITP3151*3,129.593,58.29,32.39825,A16 - Autostrada dei Due Mari
597,IT*F2X*EF2XITP4001*1,9479.165,6445.82,2369.79125,A16 Autostrada dei due Mari
598,IT*F2X*EF2XITP4001*2,11137.035,7573.13,2784.25875,A16 Autostrada dei due Mari
599,IT*F2X*EF2XITP4002*1,16974.297,11542.38,4243.57425,A16 Autostrada dei due Mari
600,IT*F2X*EF2XITP4002*2,8221.68,5571.89,2055.42,A16 Autostrada dei due Mari
601,IT*F2X*EF2XITP4051*1,1149.102,632.0,287.2755,A16 Autostrada dei due Mari
602,IT*F2X*EF2XITP4051*2,367.324,202.03,91.831,A16 Autostrada dei due Mari
603,IT*F2X*EF2XITP4051*3,583.739,262.61,145.93475,A16 Autostrada dei due Mari
604,IT*F2X*EF2XITP4101*1,9790.61,6657.6,2447.6525,A16 Autostrada dei due Mari
605,IT*F2X*EF2XITP4101*2,4481.878,3021.08,1120.4695,A16 Autostrada dei due Mari
606,IT*F2X*EF2XITP4102*1,9898.931,6731.22,2474.73275,A16 Autostrada dei due Mari
607,IT*F2X*EF2XITP4102*2,9439.215,6398.8,2359.80375,A16 Autostrada dei due Mari
608,IT*F2X*EF2XITP4151*1,816.078,438.48,204.0195,A16 Autostrada dei due Mari
609,IT*F2X*EF2XITP4151*2,225.242,123.87,56.3105,A16 Autostrada dei due Mari
610,IT*F2X*EF2XITP4151*3,355.846,160.08,88.9615,A16 Autostrada dei due Mari
611,IT*F2X*EF2XITT0101*1,2587.364,1759.35,646.841,A56 Ramo Capodichino
612,IT*F2X*EF2XITT0101*2,2337.549,1589.48,584.38725,A56 Ramo Capodichino
613,IT*F2X*EF2XITT0102*1,2881.9610000000002,1959.74,720.4902500000001,A56 Ramo Capodichino
614,IT*F2X*EF2XITT0151*1,119.813,65.89,29.95325,A56 Ramo Capodichino
615,IT*F2X*EF2XITT0151*3,69.906,31.44,17.4765,A56 Ramo Capodichino
616,IT*F2X*EF2XITT0201*1,25391.368,17183.98,6347.842,A56
617,IT*F2X*EF2XITT0201*2,18384.368,12501.31,4596.092,A56
618,IT*F2X*EF2XITT0202*1,21097.352,14346.11,5274.338,A56
619,IT*F2X*EF2XITT0202*2,18040.557,12267.54,4510.13925,A56
620,IT*F2X*EF2XITW1101*1,894.0699999999999,601.84,223.51749999999998,A23 Autostrada Palmanova-Tarvisio
621,IT*F2X*EF2XITW1101*2,4036.213,2726.42,1009.05325,A23 Autostrada Palmanova-Tarvisio
622,IT*F2X*EF2XITW1102*1,3784.52,2550.64,946.13,A23 Autostrada Palmanova-Tarvisio
623,IT*F2X*EF2XITW1102*2,4463.345,3012.45,1115.83625,A23 Autostrada Palmanova-Tarvisio
624,IT*F2X*EF2XITW3001*1,2673.905,1813.68,668.47625,A23 Autostrada Palmanova-Tarvisio
625,IT*F2X*EF2XITW3001*2,6575.488,4468.26,1643.872,A23 Autostrada Palmanova-Tarvisio
626,IT*F2X*EF2XITW3002*1,2634.127,1781.56,658.53175,A23 Autostrada Palmanova-Tarvisio
627,IT*F2X*EF2XITW3002*2,4632.534,3140.11,1158.1335,A23 Autostrada Palmanova-Tarvisio
628,IT*F2X*EF2XITW3051*1,206.26999999999998,105.87,51.567499999999995,A23 Autostrada Palmanova-Tarvisio
629,IT*F2X*EF2XITW3051*2,47.802,26.29,11.9505,A23 Autostrada Palmanova-Tarvisio
630,IT*F2X*EF2XITW3051*3,46.349000000000004,20.1,11.587250000000001,A23 Autostrada Palmanova-Tarvisio
631,IT*F2X*EF2XITX2001*1,31235.349,21226.69,7808.83725,A26 - Autostrada dei Trafori
632,IT*F2X*EF2XITX2001*2,26889.85,18276.09,6722.4625,A26 - Autostrada dei Trafori
633,IT*F2X*EF2XITX2002*1,19054.204,12956.94,4763.551,A26 - Autostrada dei Trafori
634,IT*F2X*EF2XITX2002*2,30232.59,20556.33,7558.1475,A26 - Autostrada dei Trafori
635,IT*F2X*EF2XITX2051*1,2487.208,1367.94,621.802,A26 - Autostrada dei Trafori
636,IT*F2X*EF2XITX2051*2,743.402,408.86,185.8505,A26 - Autostrada dei Trafori
637,IT*F2X*EF2XITX2051*3,853.906,384.21,213.4765,A26 - Autostrada dei Trafori
638,IT*F2X*EF2XITX2101*1,25604.346,17410.97,6401.0865,A26 - Autostrada dei Trafori
639,IT*F2X*EF2XITX2101*2,29925.024,20348.92,7481.256,A26 - Autostrada dei Trafori
640,IT*F2X*EF2XITX2102*1,35414.816,24082.03,8853.704,A26 - Autostrada dei Trafori
641,IT*F2X*EF2XITX2102*2,40497.358,27538.25,10124.3395,A26 - Autostrada dei Trafori
642,IT*F2X*EF2XITX2151*1,3209.321,1765.17,802.33025,A26 - Autostrada dei Trafori
643,IT*F2X*EF2XITX2151*2,593.949,325.98,148.48725,A26 - Autostrada dei Trafori
644,IT*F2X*EF2XITX2151*3,769.716,346.35,192.429,A26 - Autostrada dei Trafori
645,IT*F2X*EF2XITX5001*1,17746.212,12065.55,4436.553,A26 Autostrada dei Trafori
646,IT*F2X*EF2XITX5001*2,17605.188,11971.37,4401.297,A26 Autostrada dei Trafori
647,IT*F2X*EF2XITX5002*1,22775.62,15468.4,5693.905,A26 Autostrada dei Trafori
648,IT*F2X*EF2XITX5002*2,17013.536,11569.31,4253.384,A26 Autostrada dei Trafori
649,IT*F2X*EF2XITX5051*1,1535.148,826.66,383.787,A26 Autostrada dei Trafori
650,IT*F2X*EF2XITX5051*2,462.705,254.48,115.67625,A26 Autostrada dei Trafori
651,IT*F2X*EF2XITX5051*3,263.53,118.54,65.8825,A26 Autostrada dei Trafori
652,IT*F2X*EF2XITX5101*1,25735.024,17499.75,6433.756,A26 Autostrada dei Trafori
653,IT*F2X*EF2XITX5101*2,13440.032,9139.17,3360.008,A26 Autostrada dei Trafori
654,IT*F2X*EF2XITX5102*1,17535.776,11879.38,4383.944,A26 Autostrada dei Trafori
655,IT*F2X*EF2XITX5102*2,25081.698,17055.63,6270.4245,A26 Autostrada dei Trafori
656,IT*F2X*EF2XITX5151*1,2297.899,1263.69,574.47475,A26 Autostrada dei Trafori
657,IT*F2X*EF2XITX5151*2,392.861,196.94,98.21525,A26 Autostrada dei Trafori
658,IT*F2X*EF2XITX5151*3,506.971,228.11,126.74275,A26 Autostrada dei Trafori
659,IT*F2X*EF2XITY3001*1,18198.031,12353.43,4549.50775,A27 - Autostrada d'Alemagna
660,IT*F2X*EF2XITY3001*2,20294.452,13749.52,5073.613,A27 - Autostrada d'Alemagna
661,IT*F2X*EF2XITY3002*1,12063.658,8166.34,3015.9145,A27 - Autostrada d'Alemagna
662,IT*F2X*EF2XITY3002*2,7570.577,5148.0,1892.64425,A27 - Autostrada d'Alemagna
663,IT*F2X*EF2XITY3051*1,1603.315,881.76,400.82875,A27 - Autostrada d'Alemagna
664,IT*F2X*EF2XITY3051*2,188.374,99.64,47.0935,A27 - Autostrada d'Alemagna
665,IT*F2X*EF2XITY3051*3,255.565,114.98,63.89125,A27 - Autostrada d'Alemagna
666,IT*F2X*EF2XITY3101*1,16284.228,11073.19,4071.057,A27 - Autostrada d'Alemagna
667,IT*F2X*EF2XITY3101*2,11526.829,7838.24,2881.70725,A27 - Autostrada d'Alemagna
668,IT*F2X*EF2XITY3102*1,12961.944,8814.13,3240.486,A27 - Autostrada d'Alemagna
669,IT*F2X*EF2XITY3102*2,10413.128,7080.17,2603.282,A27 - Autostrada d'Alemagna
670,IT*F2X*EF2XITY3151*1,1013.72,557.51,253.43,A27 - Autostrada d'Alemagna
671,IT*F2X*EF2XITY3151*2,126.926,58.83,31.7315,A27 - Autostrada d'Alemagna
672,IT*F2X*EF2XITY3151*3,106.62,47.91,26.655,A27 - Autostrada d'Alemagna
673,IT*F2X*EF2XITZ9901*1,41470.752,28200.1,10367.688,A1 - Autostrada del Sole
674,IT*F2X*EF2XITZ9901*2,26174.824,17734.83,6543.706,A1 - Autostrada del Sole
675,IT*F2X*EF2XITZ9902*1,27419.008,18644.21,6854.752,A1 - Autostrada del Sole
676,IT*F2X*EF2XITZ9902*2,23335.9,15868.44,5833.975,A1 - Autostrada del Sole
677,IT*F2X*EF2XITZ9951*1,2381.807,1290.28,595.45175,A1 - Autostrada del Sole
678,IT*F2X*EF2XITZ9951*2,358.921,191.60999999999999,89.73025,A1 - Autostrada del Sole
679,IT*F2X*EF2XITZ9951*3,801.472,360.6,200.368,A1 - Autostrada del Sole
680,IT*F2X*EITDGRM00001*1,0.033,0.0,0.00825,Via Alberto Bergamini
