Ambito,Postazione,Competenza,Strada,Km,Latitudine,Longitudine
ANAS,10021A,ANCONA,RA11,22+053,42.885923,13.853512
ANAS,10021D,ANCONA,RA11,22+895,42.889705,13.86246
ANAS,10022A,ANCONA,RA11,7+792,42.845392,13.694022
ANAS,10022D,ANCONA,RA11,8+516,42.846027,13.702785
ANAS,239,ANCONA,SS16,229+032,43.94657,12.81678
ANAS,240,ANCONA,SS16,243+197,43.885888,12.954982
ANAS,241,ANCONA,SS16,260+271,43.78812,13.10816
ANAS,411009,ANCONA,SS16,285+146,43.648839,13.347999
ANAS,1867,ANCONA,SS16,294+363,43.603347,13.423332
ANAS,243,ANCONA,SS16,301+288,43.578892,13.498425
ANAS,411010,ANCONA,SS16,319+417,43.469317,13.599699
ANAS,246,ANCONA,SS16,353+788,43.216865,13.779558
ANAS,247,ANCONA,SS16,377+827,43.01518,13.862978
ANAS,411020,ANCONA,SS210,32+282,43.0842,13.4977
ANAS,411016,ANCONA,SS256,31+350,43.2942,12.9927
ANAS,411015,ANCONA,SS256,4+008,43.114,13.0532
ANAS,411005,ANCONA,SS3,227+501,43.5047,12.6358
ANAS,411004,ANCONA,SS3,244+753,43.6388,12.6987
ANAS,411007,ANCONA,SS360,8+022,43.657,13.1663
ANAS,411017,ANCONA,SS361,49+269,43.2656,13.2545
ANAS,411018,ANCONA,SS361,96+354,43.127516,12.857124
ANAS,411025,ANCONA,SS362,5+267,43.487708,13.291052
ANAS,10023,ANCONA,SS4,154+954,42.76319,13.35668
ANAS,2314,ANCONA,SS4,172+877,42.830698,13.515297
ANAS,411002,ANCONA,SS423,18+656,43.7997,12.723
ANAS,411008,ANCONA,SS424,1+976,43.7527,13.128
ANAS,411006,ANCONA,SS424,53+248,43.5409,12.6743
ANAS,411022,ANCONA,SS433,3+282,43.0859,13.8033
ANAS,411021,ANCONA,SS571,9+578,43.375537,13.573749
ANAS,1866A,ANCONA,SS73BIS,101+864,43.76608,12.949971
ANAS,578,ANCONA,SS73BIS,27+782,43.639177,12.279583
ANAS,10058,ANCONA,SS73BIS,43+006,43.672423,12.437718
ANAS,579,ANCONA,SS73BIS,76+009,43.696837,12.693673
ANAS,1866D,ANCONA,SS73BIS,99+998,43.756178,12.931837
ANAS,411024,ANCONA,SS744,18+079,43.8112,12.6011
ANAS,411003,ANCONA,SS745,5+633,43.6672,12.6248
ANAS,411001,ANCONA,SS746,5+202,43.8676,12.8288
ANAS,10026,ANCONA,SS76,22+880,43.349725,12.994535
ANAS,10025A,ANCONA,SS76,29+291,43.402714,12.982526
ANAS,589,ANCONA,SS76,3+849,43.299492,12.806068
ANAS,10025D,ANCONA,SS76,33+947,43.43202,13.012043
ANAS,590,ANCONA,SS76,53+085,43.48501,13.209405
ANAS,611590D,ANCONA,SS76,57+073,43.503573,13.250988
ANAS,611590A,ANCONA,SS76,57+865,43.50705,13.25961
ANAS,10024,ANCONA,SS76,69+641,43.587697,13.345853
ANAS,3441,ANCONA,SS77,106+908,43.28421,13.695168
ANAS,411014,ANCONA,SS77,58+688,43.1404,13.18
ANAS,603A,ANCONA,SS77,65+944,43.171301,13.248023
ANAS,603D,ANCONA,SS77,66+181,43.173437,13.248317
ANAS,602A,ANCONA,SS77,87+951,43.260858,13.471427
ANAS,602D,ANCONA,SS77,88+157,43.261966,13.473491
ANAS,3440A,ANCONA,SS77,91+775,43.268525,13.516426
ANAS,3440D,ANCONA,SS77,93+478,43.264627,13.536203
ANAS,411012,ANCONA,SS77DIR,0+000,43.3062,13.4415
ANAS,411011,ANCONA,SS77DIR,102+415,43.3582,13.4923
ANAS,411019,ANCONA,SS77VAR,18+060,43.0251,12.9068
ANAS,411013,ANCONA,SS78,5+641,43.2133,13.3942
ANAS,411023,ANCONA,SS78,64+497,42.8762,13.4391
ANAS,371,AOSTA,SS26,125+485,45.73653,7.071332
ANAS,372,AOSTA,SS26,143+104,45.719338,6.94697
ANAS,369,AOSTA,SS26,66+959,45.694578,7.670925
ANAS,2276,AOSTA,SS26,92+456,45.739728,7.434202
ANAS,10072,AOSTA,SS26DIR,8+210,45.813927,6.95816
ANAS,375,AOSTA,SS27,13+381,45.807447,7.25067
ANAS,374,AOSTA,SS27,9+277,45.791158,7.290442
ANAS,190032,AUTOSTRADE SICILIA,A19,1+788,38.082262,13.46323
ANAS,19079D,AUTOSTRADE SICILIA,A19,10+884,38.046608,13.552063
ANAS,19079A,AUTOSTRADE SICILIA,A19,11+737,38.041362,13.558973
ANAS,19070D,AUTOSTRADE SICILIA,A19,112+492,37.567813,14.227595
ANAS,19070A,AUTOSTRADE SICILIA,A19,112+497,37.567608,14.227832
ANAS,1864,AUTOSTRADE SICILIA,A19,123+083,37.577912,14.338845
ANAS,1865,AUTOSTRADE SICILIA,A19,188+849,37.461403,15.007247
ANAS,1860,AUTOSTRADE SICILIA,A19,25+723,37.973388,13.688597
ANAS,1861,AUTOSTRADE SICILIA,A19,54+401,37.861612,13.891147
ANAS,1859,AUTOSTRADE SICILIA,A19,6+283,38.066952,13.508685
ANAS,1862,AUTOSTRADE SICILIA,A19,72+093,37.749698,13.963508
ANAS,19083D,AUTOSTRADE SICILIA,A19,75+942,37.739528,14.004907
ANAS,19083A,AUTOSTRADE SICILIA,A19,80+057,37.718113,14.037867
ANAS,10062,AUTOSTRADE SICILIA,A19,92+112,37.645555,14.112142
ANAS,19041A,AUTOSTRADE SICILIA,A19DIR,0+693,38.087893,13.391432
ANAS,19041D,AUTOSTRADE SICILIA,A19DIR,4+010,38.086005,13.428727
ANAS,10066,AUTOSTRADE SICILIA,A29,107+467,37.638713,12.662165
ANAS,1855,AUTOSTRADE SICILIA,A29,13+193,38.17541,13.155913
ANAS,19016,AUTOSTRADE SICILIA,A29,15+845,38.179098,13.127675
ANAS,19080D,AUTOSTRADE SICILIA,A29,19+383,38.15571,13.114027
ANAS,19080A,AUTOSTRADE SICILIA,A29,21+537,38.138608,13.10111
ANAS,19009D,AUTOSTRADE SICILIA,A29,30+424,38.078258,13.094437
ANAS,19009A,AUTOSTRADE SICILIA,A29,30+516,38.077603,13.093663
ANAS,19011D,AUTOSTRADE SICILIA,A29,39+171,38.031535,13.018412
ANAS,19011A,AUTOSTRADE SICILIA,A29,39+223,38.031373,13.017768
ANAS,19014A,AUTOSTRADE SICILIA,A29,48+973,38.000678,12.919857
ANAS,19014D,AUTOSTRADE SICILIA,A29,48+980,38.00041,12.920372
ANAS,10063,AUTOSTRADE SICILIA,A29,64+027,37.871782,12.94917
ANAS,3226,AUTOSTRADE SICILIA,A29,7+603,38.174265,13.215403
ANAS,19024A,AUTOSTRADE SICILIA,A29,70+251,37.830958,12.918677
ANAS,19024D,AUTOSTRADE SICILIA,A29,70+285,37.830637,12.918418
ANAS,19025A,AUTOSTRADE SICILIA,A29,77+381,37.799105,12.86132
ANAS,19025D,AUTOSTRADE SICILIA,A29,77+478,37.798247,12.861492
ANAS,19029A,AUTOSTRADE SICILIA,A29,89+362,37.700282,12.819007
ANAS,19029D,AUTOSTRADE SICILIA,A29,89+421,37.699723,12.819222
ANAS,19015A,AUTOSTRADE SICILIA,A29DIR,12+963,37.94388,12.786153
ANAS,19015D,AUTOSTRADE SICILIA,A29DIR,14+960,37.932852,12.769482
ANAS,2004,AUTOSTRADE SICILIA,A29DIR,25+152,37.95271,12.668483
ANAS,19001,AUTOSTRADE SICILIA,A29DIR,36+600,38.008528,12.5723
ANAS,19018A,AUTOSTRADE SICILIA,A29DIR-A,3+204,37.953213,12.597005
ANAS,19018D,AUTOSTRADE SICILIA,A29DIR-A,3+311,37.952623,12.596038
ANAS,19019A,AUTOSTRADE SICILIA,A29DIR-A,8+879,37.943655,12.534992
ANAS,19019D,AUTOSTRADE SICILIA,A29DIR-A,9+037,37.942903,12.533468
ANAS,10050,AUTOSTRADE SICILIA,A29RACC,1+151,38.182798,13.140122
ANAS,19003,AUTOSTRADE SICILIA,A29RACC-BIS,5+034,38.15562,13.317679
ANAS,19012,AUTOSTRADE SICILIA,SS731,1+923,38.014755,12.90872
ANAS,16021A,BARI,SS100,24+147,40.926958,16.932657
ANAS,16021D,BARI,SS100,26+184,40.909707,16.940723
ANAS,704,BARI,SS100,29+785,40.879051,16.941152
ANAS,16017A,BARI,SS100,61+321,40.638202,17.050008
ANAS,16017D,BARI,SS100,65+362,40.608805,17.06799
ANAS,16022D,BARI,SS100,9+293,41.05476,16.910405
ANAS,16022A,BARI,SS100,9+300,41.054695,16.910297
ANAS,708,BARI,SS101,23+608,40.16083,18.057128
ANAS,707,BARI,SS101,5+265,40.309818,18.136605
ANAS,735,BARI,SS106,464+527,40.490767,16.925287
ANAS,16015A,BARI,SS106,480+504,40.530957,17.102773
ANAS,16015D,BARI,SS106,480+833,40.531312,17.107687
ANAS,160462,BARI,SS106,489+889,40.487977,17.196563
ANAS,16035,BARI,SS16,607+151,41.92387,15.141987
ANAS,261,BARI,SS16,630+411,41.794465,15.310763
ANAS,16036,BARI,SS16,668+635,41.513472,15.511193
ANAS,265,BARI,SS16,705+137,41.295418,15.82749
ANAS,16031A,BARI,SS16,739+285,41.31782,16.201013
ANAS,16031D,BARI,SS16,739+440,41.317658,16.202988
ANAS,16030A,BARI,SS16,744+145,41.304592,16.255517
ANAS,16030D,BARI,SS16,744+966,41.301567,16.264185
ANAS,16029D,BARI,SS16,749+166,41.302253,16.313067
ANAS,16029A,BARI,SS16,749+208,41.301942,16.313323
ANAS,16027A,BARI,SS16,777+320,41.184878,16.593582
ANAS,16027D,BARI,SS16,777+338,41.18504,16.593968
ANAS,16026D,BARI,SS16,791+767,41.148465,16.751123
ANAS,16026A,BARI,SS16,792+229,41.146073,16.75754
ANAS,160472,BARI,SS16,797+650,41.124411,16.820551
ANAS,160471,BARI,SS16,797+668,41.124412,16.821935
ANAS,16024D,BARI,SS16,800+729,41.09584,16.831677
ANAS,16024A,BARI,SS16,801+044,41.094467,16.835797
ANAS,16023A,BARI,SS16,806+547,41.098652,16.908043
ANAS,16023D,BARI,SS16,807+316,41.101022,16.918708
ANAS,994,BARI,SS16,815+522,41.082691,17.015424
ANAS,272,BARI,SS16,853+433,40.876343,17.340358
ANAS,274,BARI,SS16,915+786,40.620598,17.930003
ANAS,160452,BARI,SS16,917+173,40.618653,17.945222
ANAS,16007A,BARI,SS16,958+720,40.332312,18.188338
ANAS,16007D,BARI,SS16,960+105,40.320573,18.187177
ANAS,276,BARI,SS16,964+483,40.282982,18.200567
ANAS,277,BARI,SS16,982+759,40.137263,18.291465
ANAS,16034,BARI,SS17,279+115,41.505348,14.998848
ANAS,3055,BARI,SS17,317+590,41.499238,15.29853
ANAS,283,BARI,SS17,332+184,41.480193,15.463413
ANAS,16032,BARI,SS170DIR-A,10+844,41.167112,16.297723
ANAS,995,BARI,SS170DIR-A,22+824,41.26824,16.29213
ANAS,999,BARI,SS172,12+844,40.89164,17.04197
ANAS,16005,BARI,SS172,26+843,40.828102,17.181458
ANAS,1000,BARI,SS172,39+273,40.764307,17.282823
ANAS,16019,BARI,SS172,44+043,40.748183,17.329795
ANAS,16013D,BARI,SS172,69+685,40.534218,17.269348
ANAS,16013A,BARI,SS172,69+937,40.532127,17.268253
ANAS,1003,BARI,SS172DIR,9+518,40.83118,17.350358
ANAS,3447,BARI,SS17VAR,7+779,41.468518,15.094837
ANAS,1254,BARI,SS272,10+845,41.715565,15.512968
ANAS,1256,BARI,SS272,39+177,41.7078,15.809635
ANAS,3075,BARI,SS272,49+469,41.719959,15.907478
ANAS,3208,BARI,SS274,36+291,39.83459,18.312537
ANAS,1259,BARI,SS274,7+499,39.997705,18.079745
ANAS,3100,BARI,SS275,12+771,40.014435,18.324235
ANAS,16003A,BARI,SS275,2+805,40.099518,18.314658
ANAS,16003D,BARI,SS275,3+664,40.092147,18.311677
ANAS,16002,BARI,SS275,35+438,39.825046,18.368674
ANAS,16001,BARI,SS275,38+312,39.801267,18.367445
ANAS,3205,BARI,SS379,41+669,40.688147,17.826743
ANAS,16020A,BARI,SS379,8+177,40.82395,17.480063
ANAS,16020D,BARI,SS379,8+291,40.823918,17.481502
ANAS,160451,BARI,SS613,1+773,40.608827,17.962173
ANAS,3207,BARI,SS613,18+068,40.478252,18.045645
ANAS,657,BARI,SS655,31+527,41.144147,15.534007
ANAS,3454,BARI,SS655,5+698,41.373453,15.564247
ANAS,264,BARI,SS673,15+690,41.427288,15.570848
ANAS,16037,BARI,SS673,2+799,41.497603,15.55252
ANAS,16038A,BARI,SS673,5+546,41.484912,15.580028
ANAS,16038D,BARI,SS673,5+603,41.484825,15.580737
ANAS,3448,BARI,SS688,6+916,41.725427,16.071188
ANAS,10070,BARI,SS693,1+932,41.852858,15.348373
ANAS,16039,BARI,SS693,24+477,41.86734,15.608912
ANAS,16041,BARI,SS693,32+632,41.847792,15.694742
ANAS,16042,BARI,SS693,51+376,41.896255,15.860373
ANAS,125,BARI,SS694,1+349,40.361438,18.142345
ANAS,16008A,BARI,SS694,2+612,40.354058,18.131475
ANAS,16008D,BARI,SS694,2+613,40.353888,18.131668
ANAS,16006D,BARI,SS694,6+530,40.327248,18.144263
ANAS,16006A,BARI,SS694,9+298,40.323085,18.175807
ANAS,16004,BARI,SS695,0+719,40.144257,18.480077
ANAS,1255,BARI,SS7,598+442,40.656593,16.782343
ANAS,16018,BARI,SS7,623+643,40.585898,17.006963
ANAS,16016,BARI,SS7,632+371,40.591082,17.097215
ANAS,16014,BARI,SS7,641+430,40.530657,17.166673
ANAS,16012A,BARI,SS7,653+404,40.508168,17.275978
ANAS,16012D,BARI,SS7,653+551,40.508748,17.277545
ANAS,16010D,BARI,SS7,677+071,40.542812,17.536927
ANAS,16010A,BARI,SS7,677+550,40.545053,17.541712
ANAS,16009A,BARI,SS7,696+023,40.563593,17.742318
ANAS,16009D,BARI,SS7,697+243,40.564548,17.756588
ANAS,16011,BARI,SS7TER,10+556,40.460372,17.338722
ANAS,136,BARI,SS7TER,53+000,40.411673,17.82001
ANAS,655,BARI,SS89,10+383,41.764498,15.428548
ANAS,16043,BARI,SS89,110+639,41.850625,16.126083
ANAS,658,BARI,SS89,161+883,41.65533,15.941793
ANAS,3445,BARI,SS89,179+428,41.581805,15.775628
ANAS,659,BARI,SS89,194+448,41.520567,15.616982
ANAS,16040,BARI,SS89,33+248,41.852332,15.622515
ANAS,656,BARI,SS89,64+023,41.907983,15.858802
ANAS,292,BARI,SS89,85+997,41.931952,16.014465
ANAS,662,BARI,SS89DIR-B,8+452,41.70168,15.99665
ANAS,16033,BARI,SS90,50+424,41.248512,15.300543
ANAS,666,BARI,SS90,79+706,41.432657,15.495342
ANAS,680,BARI,SS93,33+381,41.171058,15.95887
ANAS,679,BARI,SS93,6+273,41.294197,16.214717
ANAS,16025A,BARI,SS96,120+065,41.102052,16.805433
ANAS,16025D,BARI,SS96,120+473,41.102943,16.810177
ANAS,689,BARI,SS96,64+234,40.809672,16.380768
ANAS,16028,BARI,SS96,75+595,40.824627,16.488827
ANAS,1001,BARI,SS99,5+074,40.78534,16.555503
ANAS-MTS,50050,BOLOGNA,NSA313,0+991,44.479884,11.432613
ANAS,3347,BOLOGNA,RA8,48+539,44.697305,12.214742
ANAS,1828,BOLOGNA,RA8,9+089,44.785305,11.740873
ANAS-MTS,50010,BOLOGNA,SS12,135+999,44.32051,10.835145
ANAS-MTS,50011,BOLOGNA,SS12,161+091,44.505959,10.874774
ANAS-MTS,50012,BOLOGNA,SS12,172+190,44.595132,10.923605
ANAS-MTS,50013,BOLOGNA,SS12,191+462,44.700725,10.949525
ANAS-MTS,50015,BOLOGNA,SS12,221+783,44.935832,11.072957
ANAS-MTS,50009,BOLOGNA,SS12,92+603,44.164042,10.64301
ANAS-MTS,50014,BOLOGNA,SS12VAR-A,0+125,44.834761,11.052539
ANAS,508059,BOLOGNA,SS12VAR-A,5+796,44.884218,11.050798
ANAS-MTS,50016,BOLOGNA,SS16,114+762,44.597222,11.8475
ANAS,508034,BOLOGNA,SS16,159+453,44.361526,12.254385
ANAS-MTS,50017,BOLOGNA,SS16,179+667,44.207404,12.385416
ANAS-MTS,50018,BOLOGNA,SS16,187+402,44.1525,12.441389
ANAS-MTS,50019,BOLOGNA,SS16,195+668,44.098314,12.499208
ANAS-MTS,50020,BOLOGNA,SS16,208+325,44.027031,12.613772
ANAS-MTS,50021,BOLOGNA,SS16,216+620,43.98344,12.679497
ANAS-MTS,50022,BOLOGNA,SS16,222+605,43.951217,12.739174
ANAS,508038,BOLOGNA,SS16,84+467,44.783541,11.641675
ANAS,508037,BOLOGNA,SS16VAR,7+693,44.504218,12.061001
ANAS-MTS,50023,BOLOGNA,SS309,22+399,44.649688,12.234337
ANAS-MTS,50024,BOLOGNA,SS309,31+465,44.727718,12.210107
ANAS-MTS,50025,BOLOGNA,SS309DIR,4+862,44.4313,12.1613
ANAS-MTS,50026,BOLOGNA,SS3BIS,164+404,43.770556,12.021944
ANAS-MTS,50027,BOLOGNA,SS3BIS,192+000,43.906667,12.107222
ANAS-MTS,50028,BOLOGNA,SS3BIS,211+726,44.045833,12.184722
ANAS-MTS,50029,BOLOGNA,SS3BIS,226+358,44.169722,12.216389
ANAS,508033D,BOLOGNA,SS3BIS,244+827,44.333958,12.212734
ANAS,508033A,BOLOGNA,SS3BIS,244+939,44.334973,12.212578
ANAS-MTS,50031,BOLOGNA,SS45,113+839,44.864444,9.554722
ANAS-MTS,50032,BOLOGNA,SS45,132+439,45.000954,9.668086
ANAS-MTS,50030,BOLOGNA,SS45,64+547,44.610944,9.318318
ANAS-MTS,50034,BOLOGNA,SS62,107+811,44.756844,10.233017
ANAS-MTS,50033,BOLOGNA,SS62,99+153,44.714733,10.148417
ANAS-MTS,50038,BOLOGNA,SS63,104+456,44.645317,10.58425
ANAS-MTS,50035,BOLOGNA,SS63,42+635,44.332706,10.256469
ANAS-MTS,50036,BOLOGNA,SS63,80+959,44.498947,10.488572
ANAS-MTS,50037,BOLOGNA,SS63,99+582,44.611681,10.552814
ANAS-MTS,50043,BOLOGNA,SS64,104+862,44.57158,11.404995
ANAS-MTS,50044,BOLOGNA,SS64,126+316,44.722118,11.54212
ANAS-MTS,50039,BOLOGNA,SS64,31+551,44.132448,10.990707
ANAS-MTS,50040,BOLOGNA,SS64,51+217,44.247026,11.09528
ANAS-MTS,50041,BOLOGNA,SS64,71+140,44.363753,11.208115
ANAS-MTS,50042,BOLOGNA,SS64,77+871,44.409688,11.255714
ANAS,508057,BOLOGNA,SS64VAR,7+273,44.439651,11.27847
ANAS-MTS,50045,BOLOGNA,SS67,156+764,44.028056,11.785
ANAS-MTS,50046,BOLOGNA,SS67,169+701,44.110833,11.8725
ANAS-MTS,50047,BOLOGNA,SS67,185+835,44.209167,12.001111
ANAS,508035,BOLOGNA,SS67,209+521,44.359632,12.15907
ANAS,3355A,BOLOGNA,SS67,222+358,44.410473,12.244191
ANAS,3355D,BOLOGNA,SS67,222+358,44.410473,12.244191
ANAS-MTS,50048,BOLOGNA,SS72,0+470,44.039046,12.567052
ANAS-MTS,50049,BOLOGNA,SS72,7+296,43.988973,12.527173
ANAS-MTS,50002,BOLOGNA,SS722,4+468,44.704072,10.6683
ANAS,508042,BOLOGNA,SS723,4+630,44.819673,11.581073
ANAS,508060D,BOLOGNA,SS724,18+399,44.559528,10.818373
ANAS,508060A,BOLOGNA,SS724,19+086,44.553686,10.816283
ANAS-MTS,50005,BOLOGNA,SS724,3+040,44.663983,10.898284
ANAS-MTS,50007,BOLOGNA,SS724DIR,3+018,44.608833,10.906595
ANAS-MTS,50008,BOLOGNA,SS724DIR,3+110,44.609293,10.907027
ANAS-MTS,50006,BOLOGNA,SS725,5+751,45.028101,9.700963
ANAS-MTS,50003,BOLOGNA,SS726,25+782,44.136944,12.274444
ANAS-MTS,50004,BOLOGNA,SS727,1+132,44.235833,12.013889
ANAS-MTS,50053,BOLOGNA,SS9,102+782,44.457859,11.440615
ANAS-MTS,50062,BOLOGNA,SS9,12+535,44.09,12.413611
ANAS-MTS,50054,BOLOGNA,SS9,124+137,44.54771,11.205603
ANAS-MTS,50055,BOLOGNA,SS9,130+760,44.569762,11.125846
ANAS-MTS,50056,BOLOGNA,SS9,143+190,44.622612,10.996519
ANAS-MTS,50057,BOLOGNA,SS9,159+855,44.650535,10.815462
ANAS-MTS,50058,BOLOGNA,SS9,167+305,44.664714,10.728186
ANAS-MTS,50059,BOLOGNA,SS9,187+235,44.741197,10.508408
ANAS-MTS,50060,BOLOGNA,SS9,198+075,44.782467,10.38775
ANAS-MTS,50061,BOLOGNA,SS9,217+029,44.838889,10.1575
ANAS-MTS,50066,BOLOGNA,SS9,22+263,44.115833,12.303889
ANAS-MTS,50063,BOLOGNA,SS9,231+351,44.885713,9.993421
ANAS-MTS,50064,BOLOGNA,SS9,244+280,44.954665,9.866627
ANAS-MTS,50065,BOLOGNA,SS9,254+772,45.013657,9.764215
ANAS-MTS,50051,BOLOGNA,SS9,3+274,44.069748,12.507055
ANAS-MTS,50067,BOLOGNA,SS9,34+582,44.163889,12.180833
ANAS-MTS,50068,BOLOGNA,SS9,42+668,44.197778,12.098056
ANAS-MTS,50069,BOLOGNA,SS9,54+321,44.249722,11.971944
ANAS-MTS,50070,BOLOGNA,SS9,67+787,44.309722,11.824722
